genome	species	repgenome	repgenome_n50	repgenome_dataset	label	clade
GCA_015394865.1_PDT000741630.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	31368	ncbi	human	II
GCA_015394845.1_PDT000741627.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	20486	ncbi	human	II
GCA_015394805.1_PDT000741586.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	32178	ncbi	human	II
GCA_015394825.1_PDT000741631.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	27018	ncbi	human	II
GCA_015394785.1_PDT000741629.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	33866	ncbi	human	II
GCA_015394765.1_PDT000741636.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	26616	ncbi	human	II
GCA_015394735.1_PDT000741581.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	30676	ncbi	human	II
GCA_015394725.1_PDT000741628.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37085	ncbi	human	II
GCA_015394705.1_PDT000741595.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	25446	ncbi	human	II
GCA_015394685.1_PDT000741637.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	29673	ncbi	human	II
GCA_015394665.1_PDT000741649.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	40703	ncbi	human	II
GCA_015394645.1_PDT000741638.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	30281	ncbi	human	II
GCA_015394625.1_PDT000741653.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	39179	ncbi	human	II
GCA_015394605.1_PDT000741652.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	26186	ncbi	human	II
GCA_015394585.1_PDT000741665.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	191394	ncbi	human	II
GCA_015394555.1_PDT000741674.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34662	ncbi	human	II
GCA_015394545.1_PDT000741687.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	42204	ncbi	human	II
GCA_015394525.1_PDT000741664.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34643	ncbi	human	II
GCA_015394505.1_PDT000741679.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	16965	ncbi	human	II
GCA_015394485.1_PDT000741654.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	29971	ncbi	human	II
GCA_015394465.1_PDT000741688.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34643	ncbi	human	II
GCA_015394445.1_PDT000741659.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	30626	ncbi	human	II
GCA_015394425.1_PDT000741662.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	32534	ncbi	human	II
GCA_015394405.1_PDT000741669.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	38084	ncbi	human	II
GCA_015394385.1_PDT000741666.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	42094	ncbi	human	II
GCA_015394365.1_PDT000741671.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	33817	ncbi	human	II
GCA_015394345.1_PDT000741668.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	32051	ncbi	human	II
GCA_015394325.1_PDT000741667.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	42981	ncbi	human	II
GCA_015394305.1_PDT000741676.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	38974	ncbi	human	II
GCA_015394285.1_PDT000741673.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	38976	ncbi	human	II
GCA_015394265.1_PDT000741685.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	41780	ncbi	human	II
GCA_015394225.1_PDT000741680.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	86845	ncbi	human	II
GCA_015394245.1_PDT000741682.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	33680	ncbi	human	II
GCA_015394185.1_PDT000741686.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	49781	ncbi	human	II
GCA_015394205.1_PDT000741672.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	40640	ncbi	human	II
GCA_015394165.1_PDT000741670.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37824	ncbi	human	II
GCA_015394125.1_PDT000741677.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	42749	ncbi	human	II
GCA_015394145.1_PDT000741683.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	24523	ncbi	human	II
GCA_015394105.1_PDT000741588.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	33736	ncbi	human	II
GCA_015394055.1_PDT000741681.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	42403	ncbi	human	II
GCA_015394085.1_PDT000741616.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37552	ncbi	human	II
GCA_015394045.1_PDT000741614.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	43878	ncbi	human	II
GCA_015394015.1_PDT000741678.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	47460	ncbi	human	II
GCA_015394005.1_PDT000741587.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34912	ncbi	human	II
GCA_015393945.1_PDT000741658.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	39007	ncbi	human	II
GCA_015393985.1_PDT000741615.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37551	ncbi	human	II
GCA_015393955.1_PDT000741617.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	41101	ncbi	human	II
GCA_015393925.1_PDT000741656.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	40588	ncbi	human	II
GCA_015393905.1_PDT000741655.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	40588	ncbi	human	II
GCA_015393885.1_PDT000741690.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	130007	ncbi	human	II
GCA_015393865.1_PDT000740925.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	20349	ncbi	human	II
GCA_015393845.1_PDT000741689.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34162	ncbi	human	II
GCA_015393825.1_PDT000741693.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	26873	ncbi	human	II
GCA_015393805.1_PDT000741697.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	40329	ncbi	human	II
GCA_015393785.1_PDT000741698.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	42402	ncbi	human	II
GCA_015393765.1_PDT000741703.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	20831	ncbi	human	II
GCA_015393745.1_PDT000741696.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	41532	ncbi	human	II
GCA_015393725.1_PDT000741705.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	22418	ncbi	human	II
GCA_015393705.1_PDT000741700.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	124363	ncbi	human	II
GCA_015393665.1_PDT000741661.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	31522	ncbi	human	II
GCA_015393685.1_PDT000741699.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	26441	ncbi	human	II
GCA_015393645.1_PDT000741704.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	42094	ncbi	human	II
GCA_015393625.1_PDT000741701.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	41973	ncbi	human	II
GCA_015393605.1_PDT000741660.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	29903	ncbi	human	II
GCA_015391345.1_PDT000741719.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	42995	ncbi	human	II
GCA_015391325.1_PDT000741718.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	23787	ncbi	human	II
GCA_015391305.1_PDT000741721.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34662	ncbi	human	II
GCA_015391285.1_PDT000741720.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	29397	ncbi	human	II
GCA_015391265.1_PDT000741726.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	29146	ncbi	human	II
GCA_015391245.1_PDT000741722.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	42886	ncbi	human	II
GCA_015391225.1_PDT000741725.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	36705	ncbi	human	II
GCA_015391185.1_PDT000741723.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	88208	ncbi	human	II
GCA_015391195.1_PDT000741724.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	35560	ncbi	human	II
GCA_015391165.1_PDT000741729.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	29946	ncbi	human	II
GCA_015391145.1_PDT000741731.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	30259	ncbi	human	II
GCA_015391125.1_PDT000741709.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	42587	ncbi	human	II
GCA_015391105.1_PDT000741727.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34330	ncbi	human	II
GCA_015391085.1_PDT000741728.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	48702	ncbi	human	II
GCA_015391045.1_PDT000741712.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	43000	ncbi	human	II
GCA_015391065.1_PDT000741733.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	36173	ncbi	human	II
GCA_015391025.1_PDT000741735.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	35162	ncbi	human	II
GCA_015391005.1_PDT000741715.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	21841	ncbi	human	II
GCA_015390985.1_PDT000741736.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	30588	ncbi	human	II
GCA_015390965.1_PDT000741732.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	12289	ncbi	human	II
GCA_015390945.1_PDT000741737.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	28762	ncbi	human	II
GCA_015390925.1_PDT000741707.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	36407	ncbi	human	II
GCA_015390905.1_PDT000741740.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	29594	ncbi	human	II
GCA_015390885.1_PDT000741738.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	32301	ncbi	human	II
GCA_015390865.1_PDT000741708.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	30264	ncbi	human	II
GCA_015390845.1_PDT000741742.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	33588	ncbi	human	II
GCA_015390825.1_PDT000741710.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	12624	ncbi	human	II
GCA_015390805.1_PDT000741706.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	24389	ncbi	human	II
GCA_015390785.1_PDT000741711.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	42821	ncbi	human	II
GCA_015390765.1_PDT000741741.1	Enterococcus faecium B	GCA_015767715.1_ASM1576771v1	118217	ncbi	human	II
GCA_015390745.1_PDT000741739.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	30721	ncbi	human	II
GCA_015390725.1_PDT000741713.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34687	ncbi	human	II
GCA_015390705.1_PDT000741717.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	32947	ncbi	human	II
GCA_015390685.1_PDT000741743.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	46360	ncbi	human	II
GCA_015390665.1_PDT000741745.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	27526	ncbi	human	II
GCA_015390645.1_PDT000741758.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	23128	ncbi	human	II
GCA_015390625.1_PDT000741751.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	19450	ncbi	human	II
GCA_015390605.1_PDT000741746.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	32789	ncbi	human	II
GCA_015390585.1_PDT000741748.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	19480	ncbi	human	II
GCA_015390565.1_PDT000741757.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	26615	ncbi	human	II
GCA_015390525.1_PDT000741762.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34687	ncbi	human	II
GCA_015390505.1_PDT000741763.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	43693	ncbi	human	II
GCA_015390515.1_PDT000741759.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	29105	ncbi	human	II
GCA_015390485.1_PDT000741761.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	40214	ncbi	human	II
GCA_015390445.1_PDT000741767.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	33612	ncbi	human	II
GCA_015390465.1_PDT000741764.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	40386	ncbi	human	II
GCA_015390385.1_PDT000741754.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	32441	ncbi	human	II
GCA_015390405.1_PDT000741760.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	42832	ncbi	human	II
GCA_015390395.1_PDT000741756.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	13305	ncbi	human	II
GCA_015390365.1_PDT000741765.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	42403	ncbi	human	II
GCA_015390345.1_PDT000741752.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	39893	ncbi	human	II
GCA_015390325.1_PDT000741755.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	22743	ncbi	human	II
GCA_015390305.1_PDT000741770.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	27484	ncbi	human	II
GCA_015390285.1_PDT000741769.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	25194	ncbi	human	II
GCA_015382125.1_PDT000742103.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	33974	ncbi	human	II
GCA_015382045.1_PDT000742164.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	32814	ncbi	human	II
GCA_015382025.1_PDT000742146.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	26269	ncbi	human	II
GCA_015382005.1_PDT000742101.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	40672	ncbi	human	II
GCA_015381985.1_PDT000742160.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	33087	ncbi	human	II
GCA_015381965.1_PDT000742165.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	23096	ncbi	human	II
GCA_015381945.1_PDT000742145.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	32166	ncbi	human	II
GCA_015381925.1_PDT000742166.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	38728	ncbi	human	II
GCA_015381865.1_PDT000742125.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	82246	ncbi	human	II
GCA_015381885.1_PDT000742156.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	27633	ncbi	human	II
GCA_015381845.1_PDT000742171.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	33146	ncbi	human	II
GCA_015381825.1_PDT000742151.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	49118	ncbi	human	II
GCA_015381775.1_PDT000742147.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34550	ncbi	human	II
GCA_015381805.1_PDT000742135.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	40370	ncbi	human	II
GCA_015381745.1_PDT000742112.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	38217	ncbi	human	II
GCA_015381715.1_PDT000742142.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	26003	ncbi	human	II
GCA_015381705.1_PDT000742139.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	28097	ncbi	human	II
GCA_015381685.1_PDT000742107.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	29946	ncbi	human	II
GCA_015381645.1_PDT000742169.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	29750	ncbi	human	II
GCA_015381665.1_PDT000742130.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	22987	ncbi	human	II
GCA_015381625.1_PDT000742152.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37414	ncbi	human	II
GCA_015381605.1_PDT000742120.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	35352	ncbi	human	II
GCA_015387125.1_PDT000741879.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	39843	ncbi	human	II
GCA_015387045.1_PDT000741881.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	40672	ncbi	human	II
GCA_015387025.1_PDT000741883.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	31842	ncbi	human	II
GCA_015387005.1_PDT000741882.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	40703	ncbi	human	II
GCA_015386985.1_PDT000741884.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	26454	ncbi	human	II
GCA_015386945.1_PDT000741885.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	40041	ncbi	human	II
GCA_015386925.1_PDT000741887.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	28107	ncbi	human	II
GCA_015386905.1_PDT000741886.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34687	ncbi	human	II
GCA_015386885.1_PDT000741888.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	27075	ncbi	human	II
GCA_015386865.1_PDT000741890.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	30431	ncbi	human	II
GCA_015386845.1_PDT000741889.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	33840	ncbi	human	II
GCA_015386825.1_PDT000741891.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	29572	ncbi	human	II
GCA_015386805.1_PDT000741892.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37242	ncbi	human	II
GCA_015386765.1_PDT000741895.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	31395	ncbi	human	II
GCA_015386775.1_PDT000741893.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	19917	ncbi	human	II
GCA_015386725.1_PDT000741899.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	49887	ncbi	human	II
GCA_015386745.1_PDT000741898.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	31553	ncbi	human	II
GCA_015386705.1_PDT000741894.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	38572	ncbi	human	II
GCA_015386685.1_PDT000741897.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	32688	ncbi	human	II
GCA_015386655.1_PDT000741896.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	32059	ncbi	human	II
GCA_015386645.1_PDT000741914.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	31834	ncbi	human	II
GCA_015386625.1_PDT000741916.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37552	ncbi	human	II
GCA_015386605.1_PDT000741915.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	36518	ncbi	human	II
GCA_015386585.1_PDT000741918.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	31841	ncbi	human	II
GCA_015386545.1_PDT000741917.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37283	ncbi	human	II
GCA_015386525.1_PDT000741880.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	40078	ncbi	human	II
GCA_015386465.1_PDT000741920.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	33378	ncbi	human	II
GCA_015386485.1_PDT000741906.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	25361	ncbi	human	II
GCA_015386445.1_PDT000741923.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	30441	ncbi	human	II
GCA_015386425.1_PDT000741919.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	27112	ncbi	human	II
GCA_015386405.1_PDT000741921.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	31814	ncbi	human	II
GCA_015386385.1_PDT000741924.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	33737	ncbi	human	II
GCA_015386345.1_PDT000741904.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	32956	ncbi	human	II
GCA_015386365.1_PDT000741901.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	31111	ncbi	human	II
GCA_015386325.1_PDT000741900.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	51196	ncbi	human	II
GCA_015386305.1_PDT000741935.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34643	ncbi	human	II
GCA_015386275.1_PDT000741905.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	31842	ncbi	human	II
GCA_015386225.1_PDT000741910.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34330	ncbi	human	II
GCA_015386205.1_PDT000741913.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	32176	ncbi	human	II
GCA_015386185.1_PDT000741909.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	16555	ncbi	human	II
GCA_015386165.1_PDT000741903.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	27999	ncbi	human	II
GCA_015386145.1_PDT000741902.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	26151	ncbi	human	II
GCA_015386125.1_PDT000741972.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	29104	ncbi	human	II
GCA_015386105.1_PDT000741985.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	32687	ncbi	human	II
GCA_015386085.1_PDT000741990.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	30856	ncbi	human	II
GCA_015386065.1_PDT000741987.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	36427	ncbi	human	II
GCA_015386045.1_PDT000741989.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	33288	ncbi	human	II
GCA_015386025.1_PDT000741992.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	25950	ncbi	human	II
GCA_015386005.1_PDT000741988.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34723	ncbi	human	II
GCA_015385985.1_PDT000741986.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34672	ncbi	human	II
GCA_015385965.1_PDT000741984.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	28093	ncbi	human	II
GCA_015385945.1_PDT000741983.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	42886	ncbi	human	II
GCA_015385885.1_PDT000741981.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	39224	ncbi	human	II
GCA_015385925.1_PDT000741982.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	43590	ncbi	human	II
GCA_015385905.1_PDT000741980.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	36373	ncbi	human	II
GCA_015385865.1_PDT000741967.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	46136	ncbi	human	II
GCA_015385845.1_PDT000741971.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	25658	ncbi	human	II
GCA_015385825.1_PDT000741968.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	51267	ncbi	human	II
GCA_015385805.1_PDT000741953.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	103689	ncbi	human	II
GCA_015385785.1_PDT000741925.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	33819	ncbi	human	II
GCA_015385765.1_PDT000741928.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	27229	ncbi	human	II
GCA_015385745.1_PDT000741926.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	27213	ncbi	human	II
GCA_015385725.1_PDT000741931.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	39224	ncbi	human	II
GCA_015385705.1_PDT000741927.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	43441	ncbi	human	II
GCA_015385685.1_PDT000741930.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37706	ncbi	human	II
GCA_015385665.1_PDT000741932.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	28080	ncbi	human	II
GCA_015385645.1_PDT000741929.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37939	ncbi	human	II
GCA_015385625.1_PDT000741934.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34330	ncbi	human	II
GCA_015385605.1_PDT000741936.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	51634	ncbi	human	II
GCA_015385585.1_PDT000741933.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	31811	ncbi	human	II
GCA_015385565.1_PDT000741938.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	33736	ncbi	human	II
GCA_015385545.1_PDT000741941.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	30282	ncbi	human	II
GCA_015385525.1_PDT000741937.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34636	ncbi	human	II
GCA_015385505.1_PDT000741948.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	30719	ncbi	human	II
GCA_015385485.1_PDT000741939.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	35106	ncbi	human	II
GCA_015385465.1_PDT000741946.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37550	ncbi	human	II
GCA_015385445.1_PDT000741943.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	33737	ncbi	human	II
GCA_015385405.1_PDT000741952.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34674	ncbi	human	II
GCA_015385425.1_PDT000741942.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	29624	ncbi	human	II
GCA_015385365.1_PDT000741947.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	27534	ncbi	human	II
GCA_015385385.1_PDT000741949.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	31842	ncbi	human	II
GCA_015385325.1_PDT000741955.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	40045	ncbi	human	II
GCA_015385345.1_PDT000741950.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	27536	ncbi	human	II
GCA_015385285.1_PDT000741959.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	21979	ncbi	human	II
GCA_015385305.1_PDT000741957.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34148	ncbi	human	II
GCA_015385265.1_PDT000741954.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37864	ncbi	human	II
GCA_015385245.1_PDT000741956.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	40745	ncbi	human	II
GCA_015385225.1_PDT000741958.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	38565	ncbi	human	II
GCA_015385205.1_PDT000741961.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	51191	ncbi	human	II
GCA_015385185.1_PDT000741951.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	22028	ncbi	human	II
GCA_015385165.1_PDT000741966.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37671	ncbi	human	II
GCA_015385145.1_PDT000741962.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	53113	ncbi	human	II
