genome	completeness	contamination	strain_heterogeneity	genome_size	phylosift_flag	n50	num_comp	dataset
GCA_015360455.1_PDT000820118.1	98.99	2.02	100.0	3090608	1.0	40814	193	ncbi
GCA_015360475.1_PDT000820100.1	98.99	0.0	0.0	2992394	0.0	37071	200	ncbi
GCA_015360495.1_PDT000820119.1	98.99	2.02	100.0	3083332	1.0	37220	196	ncbi
GCA_015360515.1_PDT000820115.1	98.99	0.0	0.0	3063983	0.0	40815	201	ncbi
GCA_015360535.1_PDT000820098.1	98.99	0.0	0.0	2981188	0.0	37101	201	ncbi
GCA_015360555.1_PDT000820114.1	98.99	2.02	100.0	3028491	1.0	24607	237	ncbi
GCA_015360575.1_PDT000820113.1	98.99	0.0	0.0	2994214	0.0	37214	196	ncbi
GCA_015360595.1_PDT000820111.1	98.99	0.0	0.0	2961420	0.0	47709	171	ncbi
GCA_015360615.1_PDT000820105.1	98.99	0.0	0.0	3001214	0.0	35220	196	ncbi
GCA_015360635.1_PDT000820109.1	98.99	5.05	100.0	2971963	2.0	47471	157	ncbi
GCA_015360655.1_PDT000820110.1	98.99	1.01	100.0	3046060	0.0	34790	198	ncbi
GCA_015360675.1_PDT000820107.1	98.99	2.02	100.0	3050132	1.0	40814	194	ncbi
GCA_015360695.1_PDT000820103.1	98.99	1.01	100.0	3088032	0.0	41448	190	ncbi
GCA_015360715.1_PDT000820106.1	98.99	0.0	0.0	2982185	0.0	41359	198	ncbi
GCA_015360735.1_PDT000820101.1	98.99	1.01	100.0	2978233	0.0	26348	228	ncbi
GCA_015360755.1_PDT000820104.1	98.99	0.0	0.0	2950523	0.0	16353	304	ncbi
GCA_015360775.1_PDT000820108.1	98.99	2.02	100.0	3002071	1.0	37071	189	ncbi
GCA_015360795.1_PDT000820102.1	98.99	0.0	0.0	2954319	0.0	21394	281	ncbi
GCA_015360835.1_PDT000820096.1	98.99	0.0	0.0	2964742	0.0	25535	244	ncbi
GCA_015360855.1_PDT000820095.1	98.99	2.02	100.0	3018067	1.0	36569	192	ncbi
GCA_015360875.1_PDT000820097.1	98.99	2.02	100.0	3089102	1.0	41359	191	ncbi
GCA_015360895.1_PDT000820094.1	98.99	2.02	100.0	3018735	1.0	37101	195	ncbi
GCA_015360915.1_PDT000802172.1	98.99	6.06	100.0	2906199	1.0	67605	144	ncbi
GCA_015267395.1_PDT000866527.1	98.99	2.02	100.0	2937681	3.0	146543	48	ncbi
GCA_015267455.1_PDT000866528.1	98.99	1.01	100.0	2913194	2.0	236399	43	ncbi
GCA_015267495.1_PDT000866230.1	98.99	0.67	100.0	2874312	1.0	120117	90	ncbi
GCA_015267515.1_PDT000866313.1	98.99	2.02	100.0	2994609	3.0	129190	73	ncbi
GCA_015267535.1_PDT000866281.1	98.99	1.04	75.0	2980907	2.0	146543	83	ncbi
GCA_015267555.1_PDT000866314.1	98.99	2.02	100.0	3097490	3.0	98803	103	ncbi
GCA_015267565.1_PDT000866220.1	98.99	1.01	100.0	3046739	1.0	81132	73	ncbi
GCA_015267595.1_PDT000866221.1	98.99	2.02	100.0	2882690	3.0	218677	69	ncbi
GCA_015267615.1_PDT000866232.1	98.99	0.0	0.0	3093700	0.0	97938	89	ncbi
GCA_015267635.1_PDT000866278.1	98.99	1.01	100.0	3206029	2.0	57024	208	ncbi
GCA_015267655.1_PDT000866279.1	98.99	2.02	100.0	2872539	3.0	202053	52	ncbi
GCA_015267675.1_PDT000866163.1	98.99	1.01	100.0	3443496	2.0	112079	144	ncbi
GCA_015267695.1_PDT000866280.1	98.99	0.0	0.0	2942092	0.0	156379	54	ncbi
GCA_015267715.1_PDT000866159.1	98.99	1.01	100.0	2791074	2.0	256854	28	ncbi
GCA_015267735.1_PDT000866217.1	98.99	2.02	100.0	2795716	3.0	270458	27	ncbi
GCA_015267755.1_PDT000866158.1	98.99	1.01	100.0	2989936	2.0	372124	36	ncbi
GCA_015267775.1_PDT000866521.1	98.99	0.67	100.0	3063911	1.0	140917	113	ncbi
GCA_015267795.1_PDT000866153.1	98.99	2.02	100.0	3062157	3.0	156379	84	ncbi
GCA_015267815.1_PDT000866510.1	98.99	1.01	100.0	2728420	2.0	197403	32	ncbi
GCA_015267835.1_PDT000866157.1	98.99	2.02	100.0	2989105	3.0	194039	51	ncbi
GCA_015267855.1_PDT000866155.1	98.99	2.02	100.0	2994318	2.0	372433	42	ncbi
GCA_015267875.1_PDT000866506.1	98.99	1.01	100.0	2973576	2.0	196914	54	ncbi
GCA_015267895.1_PDT000866381.1	98.99	3.03	100.0	2928925	3.0	188162	46	ncbi
GCA_015267915.1_PDT000866522.1	98.99	3.03	100.0	3070194	3.0	196908	61	ncbi
GCA_015267935.1_PDT000866503.1	98.99	2.02	100.0	3133551	3.0	132724	86	ncbi
GCA_015267955.1_PDT000866509.1	98.99	1.01	100.0	2815724	2.0	180927	43	ncbi
GCA_015267975.1_PDT000866507.1	98.99	2.02	100.0	2907897	3.0	236539	44	ncbi
GCA_015267995.1_PDT000866366.1	98.99	4.04	100.0	2999881	26.0	372238	61	ncbi
GCA_015268015.1_PDT000866368.1	98.99	0.0	0.0	3120816	0.0	195697	65	ncbi
GCA_015268035.1_PDT000866224.1	98.99	1.01	100.0	3159138	1.0	109297	135	ncbi
GCA_015268045.1_PDT000866363.1	98.99	5.05	100.0	2878949	3.0	249301	38	ncbi
GCA_015268075.1_PDT000866364.1	98.99	4.04	100.0	3046487	3.0	194924	65	ncbi
GCA_015268095.1_PDT000866365.1	98.99	3.03	100.0	2895107	3.0	402109	49	ncbi
GCA_015268115.1_PDT000866219.1	98.99	2.02	100.0	2984551	2.0	238848	39	ncbi
GCA_015268135.1_PDT000866361.1	98.99	2.02	100.0	2891242	3.0	302626	30	ncbi
GCA_015268155.1_PDT000866362.1	98.99	4.04	100.0	3267085	5.0	110943	126	ncbi
GCA_015268175.1_PDT000866226.1	98.99	0.67	100.0	3019950	1.0	157676	67	ncbi
GCA_015268195.1_PDT000866228.1	98.99	1.01	100.0	2906383	1.0	125052	68	ncbi
GCA_015268215.1_PDT000866359.1	98.99	2.02	100.0	3032704	3.0	262924	46	ncbi
GCA_015269475.1_PDT000866025.1	98.99	0.0	0.0	2757573	0.0	218794	29	ncbi
GCA_015269495.1_PDT000866023.1	98.99	1.01	100.0	2989127	2.0	269519	56	ncbi
GCA_015269515.1_PDT000866024.1	98.99	1.01	100.0	2953993	1.0	204712	42	ncbi
GCA_015269535.1_PDT000866022.1	98.99	3.03	100.0	3009023	3.0	269519	50	ncbi
GCA_015269555.1_PDT000866020.1	98.99	2.02	100.0	3101721	1.0	292119	104	ncbi
GCA_015269575.1_PDT000866019.1	98.99	3.03	100.0	3037431	3.0	134280	52	ncbi
GCA_015269595.1_PDT000866017.1	98.99	0.0	0.0	2814139	0.0	145906	55	ncbi
GCA_015269615.1_PDT000866018.1	98.99	5.05	100.0	2911297	3.0	186662	51	ncbi
GCA_015269635.1_PDT000866012.1	98.99	2.02	100.0	2952262	3.0	196910	39	ncbi
GCA_015269655.1_PDT000866016.1	98.99	7.07	100.0	3050482	3.0	157511	97	ncbi
GCA_015269665.1_PDT000866014.1	98.99	1.01	100.0	3073800	1.0	139124	77	ncbi
GCA_015269695.1_PDT000865963.1	98.99	6.06	100.0	3123982	3.0	83616	79	ncbi
GCA_015269715.1_PDT000866011.1	98.99	2.02	100.0	3073725	3.0	161468	65	ncbi
GCA_015269725.1_PDT000865964.1	98.99	2.02	100.0	3424970	3.0	142780	121	ncbi
GCA_015269755.1_PDT000866013.1	98.99	1.01	100.0	2979769	2.0	143841	80	ncbi
GCA_015269775.1_PDT000865961.1	98.99	2.02	100.0	2893772	3.0	273749	32	ncbi
GCA_015269795.1_PDT000865962.1	98.99	1.52	100.0	3106865	2.0	159621	53	ncbi
GCA_015269815.1_PDT000856223.1	98.99	5.09	90.0	3350184	3.0	62044	143	ncbi
GCA_015269835.1_PDT000856209.1	98.99	4.04	100.0	2871154	3.0	49777	137	ncbi
GCA_015269845.1_PDT000856214.1	98.99	9.09	100.0	2951656	3.0	80064	80	ncbi
GCA_015269875.1_PDT000856222.1	98.99	5.05	100.0	2912327	3.0	74619	111	ncbi
GCA_015269895.1_PDT000856227.1	98.99	2.02	100.0	3218116	3.0	59923	147	ncbi
GCA_015269915.1_PDT000856238.1	98.99	2.02	100.0	3012423	3.0	28894	212	ncbi
GCA_015270135.1_PDT000845059.1	98.99	7.07	100.0	3104604	3.0	80835	118	ncbi
GCA_015270155.1_PDT000849486.1	98.99	9.09	100.0	2984792	3.0	99266	70	ncbi
GCA_015270165.1_PDT000849488.1	98.99	3.03	100.0	2854363	3.0	143933	46	ncbi
GCA_015270195.1_PDT000849468.1	98.99	3.03	100.0	2981316	3.0	189897	48	ncbi
GCA_015270215.1_PDT000849485.1	98.99	6.06	100.0	2778170	3.0	115013	48	ncbi
GCA_015270235.1_PDT000849467.1	98.99	8.08	100.0	2945152	3.0	295266	24	ncbi
GCA_015270255.1_PDT000849458.1	98.99	8.08	100.0	3210925	3.0	133156	90	ncbi
GCA_015270275.1_PDT000849457.1	98.99	6.1	91.67	3240684	3.0	117179	61	ncbi
GCA_015270295.1_PDT000845064.1	98.99	2.02	100.0	2982627	3.0	69819	136	ncbi
GCA_015270315.1_PDT000849451.1	98.99	3.03	100.0	3037555	3.0	140393	50	ncbi
GCA_015270335.1_PDT000845062.1	98.99	3.03	100.0	2857917	3.0	120924	47	ncbi
GCA_015270355.1_PDT000845066.1	98.99	3.03	100.0	2815947	3.0	109408	56	ncbi
GCA_015270375.1_PDT000839314.1	98.99	3.03	100.0	2977936	3.0	191577	48	ncbi
GCA_015270395.1_PDT000849460.1	98.99	3.03	100.0	2973053	3.0	118376	74	ncbi
GCA_015270415.1_PDT000845060.1	98.99	8.08	100.0	2873508	4.0	166381	47	ncbi
GCA_015270435.1_PDT000845051.1	98.99	2.02	100.0	2957535	3.0	164505	44	ncbi
GCA_015270455.1_PDT000839312.1	98.99	2.02	100.0	2880881	3.0	112305	52	ncbi
GCA_015270475.1_PDT000839310.1	98.99	3.03	100.0	2783718	3.0	182873	49	ncbi
GCA_015270495.1_PDT000839313.1	98.99	2.02	100.0	2698311	3.0	158517	34	ncbi
GCA_015270515.1_PDT000839311.1	98.99	4.04	100.0	2777697	3.0	121089	41	ncbi
GCA_015270535.1_PDT000839307.1	98.99	4.04	100.0	2890899	3.0	114746	45	ncbi
GCA_015270555.1_PDT000839309.1	98.99	2.02	100.0	2857112	3.0	139841	59	ncbi
GCA_015270575.1_PDT000839305.1	98.99	4.04	100.0	2845224	3.0	206266	24	ncbi
GCA_015270615.1_PDT000839304.1	98.99	8.12	93.33	3035478	3.0	130470	47	ncbi
GCA_015270635.1_PDT000839301.1	98.99	3.07	87.5	2998019	3.0	126965	67	ncbi
GCA_015270655.1_PDT000845052.1	98.99	8.12	93.33	3153681	3.0	112010	84	ncbi
GCA_015270675.1_PDT000856208.1	98.99	5.05	100.0	2944881	3.0	71546	83	ncbi
GCA_015270695.1_PDT000856205.1	98.99	3.03	100.0	3202797	3.0	37054	192	ncbi
GCA_015270715.1_PDT000856207.1	98.99	1.04	75.0	2843924	1.0	33268	198	ncbi
GCA_015270735.1_PDT000845054.1	98.99	9.09	100.0	3181845	3.0	123685	105	ncbi
GCA_015270755.1_PDT000845055.1	98.99	3.03	100.0	2824798	3.0	138485	67	ncbi
GCA_015270815.1_PDT000856199.1	98.99	4.04	100.0	2917721	3.0	85666	90	ncbi
GCA_015270835.1_PDT000845058.1	98.99	4.04	100.0	3145560	3.0	24691	267	ncbi
GCA_015270875.1_PDT000839306.1	98.99	3.03	100.0	3132532	3.0	79351	109	ncbi
GCA_015270895.1_PDT000839302.1	98.99	2.06	83.33	3013131	3.0	91092	93	ncbi
GCA_015270915.1_PDT000839308.1	98.99	11.11	100.0	3055825	3.0	120977	51	ncbi
GCA_015270935.1_PDT000839300.1	98.99	8.08	100.0	3237778	3.0	135935	92	ncbi
GCA_015270955.1_PDT000839299.1	98.99	3.03	100.0	3044885	3.0	107642	64	ncbi
GCA_015270975.1_PDT000839297.1	98.99	3.03	100.0	2751733	3.0	137575	45	ncbi
GCA_015270995.1_PDT000839249.1	98.99	4.04	100.0	3328866	4.0	59784	143	ncbi
GCA_015271015.1_PDT000839296.1	98.99	6.1	95.45	3115856	3.0	243491	85	ncbi
GCA_015271035.1_PDT000839295.1	98.99	10.1	100.0	3197192	3.0	100982	59	ncbi
GCA_015271055.1_PDT000839261.1	98.99	4.04	100.0	2892396	3.0	56515	98	ncbi
GCA_015271075.1_PDT000839262.1	98.99	9.09	100.0	3047789	4.0	81275	81	ncbi
GCA_015271095.1_PDT000839260.1	98.99	2.02	100.0	2806723	3.0	41940	146	ncbi
GCA_015271105.1_PDT000839256.1	98.99	2.02	100.0	2742927	3.0	75240	80	ncbi
GCA_015271135.1_PDT000839172.1	98.99	5.05	100.0	3046770	3.0	83506	86	ncbi
GCA_015271155.1_PDT000839259.1	98.99	2.06	83.33	3023974	3.0	86141	120	ncbi
GCA_015271175.1_PDT000839254.1	98.99	3.03	100.0	2910046	3.0	81193	118	ncbi
GCA_015271195.1_PDT000839166.1	98.99	7.07	100.0	3075350	3.0	69110	114	ncbi
GCA_015271215.1_PDT000839180.1	98.99	2.02	100.0	3028383	3.0	55337	128	ncbi
GCA_015271235.1_PDT000839161.1	98.99	10.1	100.0	2954151	3.0	85302	94	ncbi
GCA_015271245.1_PDT000839170.1	98.99	13.13	100.0	2952426	4.0	104340	50	ncbi
GCA_015271275.1_PDT000839171.1	98.99	3.03	100.0	2873090	3.0	86808	66	ncbi
GCA_015271295.1_PDT000836937.1	98.99	10.1	100.0	3172448	3.0	162366	35	ncbi
GCA_015271315.1_PDT000834894.1	98.99	4.04	100.0	2823196	3.0	129256	56	ncbi
GCA_015271335.1_PDT000834899.1	98.99	3.03	100.0	2782148	3.0	121076	47	ncbi
GCA_015271355.1_PDT000834893.1	98.99	2.06	83.33	2929768	3.0	38160	157	ncbi
GCA_015271375.1_PDT000834891.1	98.99	6.06	100.0	2985523	3.0	118782	65	ncbi
GCA_015271395.1_PDT000834890.1	98.99	2.06	83.33	2970743	3.0	71083	116	ncbi
GCA_015271415.1_PDT000834889.1	98.99	2.02	100.0	2866502	3.0	121886	49	ncbi
GCA_015271435.1_PDT000834886.1	98.99	3.03	100.0	3237537	3.0	113082	115	ncbi
GCA_015271455.1_PDT000834887.1	98.99	4.04	100.0	3183183	3.0	102320	130	ncbi
GCA_015271475.1_PDT000834885.1	98.99	3.07	87.5	3044013	3.0	218073	56	ncbi
GCA_015271495.1_PDT000834882.1	98.99	2.02	100.0	2772972	3.0	78766	69	ncbi
GCA_015271515.1_PDT000834710.1	98.99	6.06	100.0	3196731	3.0	68538	159	ncbi
GCA_015271615.1_PDT000834627.1	98.99	4.08	88.89	3004268	3.0	150825	54	ncbi
GCA_015271635.1_PDT000834883.1	98.99	3.03	100.0	2845545	3.0	286385	29	ncbi
GCA_015271675.1_PDT000834629.1	98.99	8.08	100.0	3350936	3.0	80352	140	ncbi
GCA_015271695.1_PDT000834631.1	98.99	2.02	100.0	2712532	3.0	96329	72	ncbi
GCA_015271715.1_PDT000834694.1	98.99	2.02	100.0	3228229	3.0	64900	138	ncbi
GCA_015271755.1_PDT000834701.1	98.99	3.03	100.0	2760505	3.0	156972	43	ncbi
GCA_015271775.1_PDT000834703.1	98.99	2.02	100.0	3146746	3.0	119963	79	ncbi
GCA_015271805.1_PDT000834706.1	98.99	3.03	100.0	3242640	3.0	50477	191	ncbi
GCA_015271855.1_PDT000834700.1	98.99	2.02	100.0	2808111	3.0	84568	81	ncbi
GCA_015271895.1_PDT000827442.1	98.99	3.03	100.0	2931204	3.0	52819	104	ncbi
GCA_015271935.1_PDT000834626.1	98.99	2.06	83.33	2942228	3.0	72023	100	ncbi
GCA_015271955.1_PDT000827430.1	98.99	6.1	91.67	2870990	3.0	110780	64	ncbi
GCA_015271975.1_PDT000827440.1	98.99	4.04	100.0	2784720	3.0	114035	46	ncbi
GCA_015271995.1_PDT000827438.1	98.99	2.02	100.0	2984466	3.0	67353	124	ncbi
GCA_015272015.1_PDT000827439.1	98.99	5.05	100.0	3286814	3.0	140140	106	ncbi
GCA_015272035.1_PDT000827437.1	98.99	2.02	100.0	2903988	3.0	86757	79	ncbi
GCA_015272055.1_PDT000827441.1	98.99	7.07	100.0	3129281	3.0	61780	142	ncbi
GCA_015272075.1_PDT000827436.1	98.99	6.06	100.0	3069036	3.0	138453	76	ncbi
GCA_015272095.1_PDT000827429.1	98.99	2.02	100.0	3020430	3.0	59730	133	ncbi
GCA_015272115.1_PDT000827431.1	98.99	6.1	94.74	2865138	3.0	98655	89	ncbi
GCA_015272135.1_PDT000827428.1	98.99	2.06	83.33	2919696	3.0	65978	101	ncbi
GCA_015291005.1_PDT000820631.1	98.99	3.03	100.0	2867464	3.0	153281	52	ncbi
GCA_015291025.1_PDT000820636.1	98.99	3.03	100.0	3048554	3.0	69612	136	ncbi
GCA_015291045.1_PDT000820637.1	98.99	2.02	100.0	3119135	3.0	127677	62	ncbi
GCA_015291065.1_PDT000820632.1	98.99	1.01	100.0	2908053	1.0	64830	138	ncbi
GCA_015291125.1_PDT000820629.1	98.99	0.67	100.0	3202015	0.0	190342	58	ncbi
GCA_015291145.1_PDT000820627.1	98.99	2.02	100.0	3097247	3.0	199266	38	ncbi
GCA_015291165.1_PDT000820633.1	98.99	2.02	100.0	2927128	3.0	242129	23	ncbi
GCA_015291185.1_PDT000820624.1	98.99	1.52	100.0	2969667	2.0	101199	88	ncbi
GCA_015291205.1_PDT000820630.1	98.99	3.03	100.0	3057894	3.0	363662	37	ncbi
GCA_015291225.1_PDT000820638.1	98.99	1.52	100.0	3088843	3.0	64825	130	ncbi
GCA_015291245.1_PDT000820626.1	98.99	11.11	100.0	3257823	3.0	468714	25	ncbi
GCA_015291265.1_PDT000816205.1	98.99	6.06	100.0	2911039	3.0	117339	44	ncbi
GCA_015291345.1_PDT000820625.1	98.99	0.0	0.0	2956814	0.0	135547	63	ncbi
GCA_015291365.1_PDT000810208.1	98.99	3.03	100.0	3097265	3.0	57652	109	ncbi
GCA_015291385.1_PDT000810205.1	98.99	2.02	100.0	3103732	3.0	33085	213	ncbi
GCA_015291405.1_PDT000810206.1	98.99	3.07	85.71	3228013	3.0	50804	167	ncbi
GCA_015291415.1_PDT000810187.1	98.99	7.07	100.0	2820505	3.0	195820	31	ncbi
GCA_015291445.1_PDT000810177.1	98.99	2.02	100.0	2823263	3.0	91004	59	ncbi
GCA_015291465.1_PDT000810183.1	98.99	7.11	92.31	2943540	3.0	194233	60	ncbi
GCA_015291485.1_PDT000810195.1	98.99	2.02	100.0	3234295	3.0	34595	252	ncbi
GCA_015291505.1_PDT000810184.1	98.99	2.02	100.0	2952863	3.0	40395	168	ncbi
GCA_015291525.1_PDT000810185.1	98.99	2.02	100.0	2868461	3.0	121255	65	ncbi
GCA_015291545.1_PDT000810180.1	98.99	2.02	100.0	2765746	3.0	65806	76	ncbi
GCA_015291585.1_PDT000810176.1	98.99	3.07	87.5	3170823	3.0	94327	92	ncbi
GCA_015291605.1_PDT000810188.1	98.99	0.67	100.0	2994325	1.0	37903	176	ncbi
GCA_015291965.1_PDT000806867.1	98.99	7.07	100.0	3072844	3.0	258795	36	ncbi
GCA_015292005.1_PDT000802177.1	98.99	9.09	100.0	2988339	3.0	207038	45	ncbi
GCA_015292025.1_PDT000802180.1	98.99	4.08	88.89	3042274	3.0	101156	90	ncbi
GCA_015292045.1_PDT000806869.1	98.99	5.05	100.0	3103371	3.0	195385	41	ncbi
GCA_015292065.1_PDT000806772.1	98.99	4.04	100.0	2903402	3.0	189334	47	ncbi
GCA_015292085.1_PDT000806864.1	98.99	6.1	90.91	3022403	1.0	82831	90	ncbi
GCA_015292105.1_PDT000802178.1	98.99	5.05	100.0	3286541	5.0	101294	95	ncbi
GCA_015292125.1_PDT000806862.1	98.99	7.07	100.0	2791817	3.0	204955	53	ncbi
GCA_015292145.1_PDT000806861.1	98.99	4.08	87.5	3091888	3.0	98227	72	ncbi
GCA_015292185.1_PDT000806770.1	98.99	2.02	100.0	3299228	3.0	144338	86	ncbi
GCA_015292205.1_PDT000802181.1	98.99	5.12	84.62	3109494	3.0	104979	58	ncbi
GCA_015292245.1_PDT000802171.1	98.99	3.03	100.0	3121460	3.0	122768	66	ncbi
GCA_015292265.1_PDT000802170.1	98.99	12.12	100.0	2977055	3.0	125942	76	ncbi
GCA_015292285.1_PDT000802168.1	98.99	7.07	100.0	3038332	3.0	99928	62	ncbi
GCA_015292305.1_PDT000802174.1	98.99	5.05	100.0	2938175	3.0	133784	45	ncbi
GCA_015292325.1_PDT000802167.1	98.99	5.05	100.0	3415202	3.0	156058	81	ncbi
GCA_015292345.1_PDT000802165.1	98.99	15.15	100.0	3016723	3.0	262064	27	ncbi
GCA_015292365.1_PDT000800212.1	98.99	7.07	100.0	3069822	3.0	119857	54	ncbi
GCA_015292385.1_PDT000802179.1	98.99	3.03	100.0	3018224	3.0	157561	49	ncbi
GCA_015292405.1_PDT000800216.1	98.99	4.04	100.0	2843775	3.0	86862	86	ncbi
GCA_015292545.1_PDT000802161.1	98.99	4.08	88.89	3045585	3.0	103602	52	ncbi
GCA_015292565.1_PDT000785330.1	98.99	6.06	100.0	3037250	3.0	265701	48	ncbi
GCA_015292605.1_PDT000785291.1	98.99	3.03	100.0	2942444	3.0	164983	55	ncbi
GCA_015292645.1_PDT000800210.1	98.99	3.03	100.0	2813337	3.0	95717	81	ncbi
GCA_015292665.1_PDT000800214.1	98.99	5.05	100.0	2825533	3.0	89828	59	ncbi
GCA_015292685.1_PDT000800217.1	98.99	0.03	0.0	3232408	0.0	37271	253	ncbi
GCA_015292705.1_PDT000800207.1	98.99	3.07	87.5	3058698	3.0	63781	114	ncbi
GCA_015292725.1_PDT000800211.1	98.99	3.03	100.0	3272014	3.0	96801	137	ncbi
GCA_015292745.1_PDT000800196.1	98.99	4.04	100.0	2873608	3.0	91715	65	ncbi
GCA_015292765.1_PDT000785289.1	98.99	0.67	100.0	2930342	1.0	198572	52	ncbi
GCA_015292785.1_PDT000800195.1	98.99	3.03	100.0	2864797	3.0	105088	62	ncbi
GCA_015292805.1_PDT000800116.1	98.99	3.03	100.0	3039506	3.0	70451	114	ncbi
GCA_015292825.1_PDT000800117.1	98.99	10.1	100.0	2970490	4.0	90591	79	ncbi
GCA_015292845.1_PDT000792430.2	98.99	11.11	100.0	3196023	4.0	215835	42	ncbi
GCA_015292865.1_PDT000794893.1	98.99	7.07	100.0	3110398	3.0	108847	98	ncbi
GCA_015292885.1_PDT000792239.2	98.99	5.05	100.0	3069322	3.0	71111	86	ncbi
GCA_015292905.1_PDT000792136.2	98.99	4.04	100.0	2783276	3.0	122590	48	ncbi
GCA_015292945.1_PDT000792253.2	98.99	2.02	100.0	3087683	3.0	95612	65	ncbi
GCA_015292965.1_PDT000792135.2	98.99	6.06	100.0	3094554	3.0	125860	63	ncbi
GCA_015293025.1_PDT000788208.1	98.99	10.1	100.0	2837310	3.0	83587	67	ncbi
GCA_015293065.1_PDT000785333.1	98.99	11.11	100.0	3037214	3.0	142001	59	ncbi
GCA_015293085.1_PDT000788206.1	98.99	8.08	100.0	2975143	3.0	72986	95	ncbi
GCA_015293105.1_PDT000785331.1	98.99	13.13	100.0	3171888	3.0	213606	52	ncbi
GCA_015293125.1_PDT000785332.1	98.99	11.62	100.0	3267868	4.0	309889	47	ncbi
GCA_015293145.1_PDT000785292.1	98.99	2.56	85.71	3050086	3.0	117821	104	ncbi
GCA_015293185.1_PDT000756572.1	98.99	3.03	100.0	3166711	3.0	39275	227	ncbi
GCA_015293205.1_PDT000744500.1	98.99	2.06	83.33	3182060	3.0	73330	160	ncbi
GCA_015293225.1_PDT000744509.1	98.99	3.03	100.0	2914181	3.0	126621	69	ncbi
GCA_015293245.1_PDT000744493.1	98.99	9.09	100.0	2944191	3.0	155902	49	ncbi
GCA_015293285.1_PDT000744128.1	98.99	10.1	100.0	3179971	4.0	354183	39	ncbi
GCA_015293305.1_PDT000744124.1	98.99	8.08	100.0	3132294	3.0	354395	37	ncbi
GCA_015293325.1_PDT000744491.1	98.99	4.04	100.0	3016630	3.0	84117	85	ncbi
GCA_015293345.1_PDT000744131.1	98.99	16.16	100.0	3321407	4.0	262874	34	ncbi
GCA_015293355.1_PDT000744115.1	98.99	10.1	100.0	3181261	4.0	354387	38	ncbi
GCA_015293385.1_PDT000744116.1	98.99	7.11	91.67	3178622	4.0	323062	36	ncbi
GCA_015293405.1_PDT000744089.1	98.99	7.11	91.67	3174050	4.0	323170	35	ncbi
GCA_015293425.1_PDT000744118.1	98.99	10.1	100.0	3165754	4.0	354540	38	ncbi
GCA_015293445.1_PDT000744088.1	98.99	9.13	92.86	3191326	4.0	323170	35	ncbi
GCA_015293465.1_PDT000744086.1	98.99	4.04	100.0	3077825	3.0	354539	38	ncbi
GCA_015293485.1_PDT000744090.1	98.99	7.11	92.31	3209379	3.0	185355	67	ncbi
GCA_015293585.1_PDT000745243.1	98.48	10.61	100.0	3312547	26.0	125493	90	ncbi
GCA_015293605.1_PDT000745262.1	98.99	6.06	100.0	2962633	3.0	147372	74	ncbi
GCA_015293625.1_PDT000745260.1	98.99	2.02	100.0	2935786	3.0	71805	115	ncbi
GCA_015293645.1_PDT000745261.1	98.99	4.04	100.0	3047911	3.0	119626	104	ncbi
GCA_015293665.1_PDT000745257.1	98.99	4.04	100.0	2994723	3.0	65162	108	ncbi
GCA_015293685.1_PDT000745253.1	98.99	7.07	100.0	2995841	3.0	78957	92	ncbi
GCA_015293705.1_PDT000745251.1	98.99	9.09	100.0	3215935	3.0	80913	76	ncbi
GCA_015293725.1_PDT000745250.1	98.99	8.08	100.0	3240860	3.0	162647	91	ncbi
GCA_015293745.1_PDT000745246.1	98.99	8.08	100.0	3098207	3.0	89710	83	ncbi
GCA_015293765.1_PDT000745244.1	98.99	5.05	100.0	2984053	3.0	73177	79	ncbi
GCA_015293805.1_PDT000744127.1	98.99	16.16	100.0	3343108	4.0	249775	48	ncbi
GCA_015293845.1_PDT000744110.1	98.99	13.13	100.0	3211813	4.0	354183	38	ncbi
GCA_015293865.1_PDT000744113.1	98.99	14.14	100.0	3277561	4.0	262874	32	ncbi
GCA_015293885.1_PDT000744105.1	98.99	8.08	100.0	3132511	3.0	391403	37	ncbi
GCA_015293905.1_PDT000744107.1	98.99	8.08	100.0	3132419	3.0	354395	37	ncbi
GCA_015293925.1_PDT000744102.1	98.99	11.11	100.0	3235879	4.0	262874	36	ncbi
GCA_015293945.1_PDT000744111.1	98.99	10.1	100.0	3181083	4.0	354540	38	ncbi
GCA_015293965.1_PDT000744100.1	98.99	5.05	100.0	3182457	4.0	262874	46	ncbi
GCA_015293985.1_PDT000744103.1	98.99	12.12	100.0	3260199	3.0	262874	48	ncbi
GCA_015294005.1_PDT000744097.1	98.99	10.1	100.0	3186736	4.0	360223	19	ncbi
GCA_015294025.1_PDT000744094.1	98.99	6.06	100.0	3175069	4.0	259326	49	ncbi
GCA_015294035.1_PDT000744101.1	98.99	16.16	100.0	3339428	4.0	233655	47	ncbi
GCA_015294045.1_PDT000744095.1	98.99	14.14	100.0	3305684	4.0	249775	46	ncbi
GCA_015294085.1_PDT000744092.1	98.99	12.12	100.0	3238024	3.0	262874	45	ncbi
GCA_015294105.1_PDT000744093.1	98.99	8.08	100.0	3132046	3.0	354395	39	ncbi
GCA_015294165.1_PDT000744091.1	98.99	10.1	100.0	3170628	4.0	396568	36	ncbi
GCA_015294185.1_PDT000788210.1	98.99	2.02	100.0	2774330	3.0	88393	69	ncbi
